O_{index}(m_3)	            z_0	          v_x	       v_y	          v_z	        T           stability
O_{800}(1.0)	3.33415379883653E-01	2.45796377013570E-01	1.57035854111370E-01	1.43345988255657E-02	1.47416514083317E+02	   U
O_{801}(1.0)	4.24967977042195E-02	2.35034084268648E-01	5.41104597577647E-01	1.03437086285673E-04	1.47489360168026E+02	   U
O_{802}(1.0)	1.23485139596706E-01	2.54474747170273E-01	2.10131748606196E-01	-7.48002760997632E-03	1.47504296854807E+02	   U
O_{803}(1.0)	3.21424776231998E-01	4.38697294500258E-01	3.43185070022399E-01	-1.33142210349103E-02	1.47574162824942E+02	   U
O_{804}(1.0)	4.27308760231612E-01	4.04804390575855E-01	2.65240797522093E-01	-1.42256833772744E-03	1.47647341459922E+02	   U
O_{805}(1.0)	3.75927051897051E-01	2.55454932364211E-01	1.51723086436122E-01	-6.19341619055266E-03	1.47657341701279E+02	   U
O_{806}(1.0)	2.42404334324739E-01	5.19091835188117E-01	7.93635698871358E-02	-7.06020763798236E-04	1.47798303870672E+02	   U
O_{807}(1.0)	3.69922326380822E-01	4.16223733340823E-01	3.01741440304661E-01	1.84520674420925E-02	1.47811937938677E+02	   U
O_{808}(1.0)	3.61297945654745E-01	4.19956325020388E-01	2.99672413737395E-01	1.35538401359106E-02	1.47846850992915E+02	   U
O_{809}(1.0)	1.04810211902040E-01	3.74920902721912E-01	5.26680376339256E-01	-1.05061439997447E-03	1.47926869838276E+02	   U
O_{810}(1.0)	3.52937188576373E-01	4.23861250231822E-01	2.97527997810419E-01	8.80933641870303E-03	1.47980039185563E+02	   U
O_{811}(1.0)	2.00643904632144E-01	2.47703606492208E-01	2.04368960315200E-01	1.20822247936607E-03	1.48060021421023E+02	   U
O_{812}(1.0)	3.55003311866372E-01	2.41223866710139E-01	1.75481865960785E-01	1.79076682958049E-03	1.48078710480463E+02	   U
O_{813}(1.0)	2.54235940534498E-01	3.56270521294164E-01	5.48418956133716E-01	-1.44224270061518E-03	1.48133819664406E+02	   U
O_{814}(1.0)	4.23276228611193E-02	2.41089744857966E-01	5.39966918406380E-01	-1.16011233028001E-04	1.48245141005049E+02	   U
O_{815}(1.0)	5.46267395682100E-01	2.79723746716930E-01	2.66346957189881E-01	1.69093649530008E-02	1.48281757692722E+02	   U
O_{816}(1.0)	6.07990258767186E-02	4.11594201856502E-01	5.26255597860344E-01	1.30360107790431E-03	1.48372760763112E+02	   U
O_{817}(1.0)	3.39545948375189E-01	2.35823739183271E-01	1.06907379769617E-01	-3.95145564154468E-03	1.48566863537505E+02	   U
O_{818}(1.0)	2.72896058583112E-01	2.49144605876030E-01	7.93516535905586E-02	1.72940254880858E-03	1.48576645264910E+02	   U
O_{819}(1.0)	1.54450983868701E-01	4.11151551687181E-01	3.15978375222894E-01	5.67879565999828E-03	1.48630683289708E+02	   U
O_{820}(1.0)	6.27762293009426E-02	4.05544322952089E-01	5.31370426252227E-01	3.47782766863604E-03	1.48690888932132E+02	   U
O_{821}(1.0)	2.24663602042542E-01	2.55982252714801E-01	1.25557678971314E-01	-2.98236347028013E-03	1.48767718608740E+02	   U
O_{822}(1.0)	1.62409019845276E-01	2.54115027906240E-01	1.72037313346648E-01	8.68756843322685E-04	1.48843750240033E+02	   U
O_{823}(1.0)	3.15015221029959E-01	2.53670026337521E-01	8.92273696360018E-02	-5.73350328839137E-03	1.48866451758521E+02	   U
O_{824}(1.0)	6.37231669923845E-02	3.65657934074301E-01	2.72244556769014E-01	-1.06994161647965E-02	1.49029784917975E+02	   U
O_{825}(1.0)	2.21937488868483E-02	2.80197063132129E-01	5.33717953870737E-01	1.73017334089358E-04	1.49057518331372E+02	   U
O_{826}(1.0)	4.44346139028486E-02	2.75557960058085E-01	5.35710824790544E-01	4.75830539296209E-04	1.49065167227221E+02	   U
O_{827}(1.0)	4.09950753070415E-01	3.98739964890151E-01	2.87254183790796E-01	8.05886392833270E-03	1.49084775955527E+02	   U
O_{828}(1.0)	2.61082787298849E-01	2.45401512671870E-01	2.21122034782384E-01	3.54193225659510E-03	1.49170957313246E+02	   U
O_{829}(1.0)	6.17829338889981E-01	2.16477377310529E-01	2.30044493257915E-01	-1.82309925537671E-03	1.49279677912716E+02	   U
O_{830}(1.0)	1.05914223754453E-01	3.77388148632642E-01	5.27496341948202E-01	-1.40650506563033E-04	1.49444462343697E+02	   U
O_{831}(1.0)	5.98083606420532E-02	2.79477803042386E-01	2.26499998914642E-01	7.00126885607564E-03	1.49552134587341E+02	   U
O_{832}(1.0)	4.21413056714165E-01	2.76500493922757E-01	1.37488696665909E-01	-2.73215483516697E-03	1.49767875019713E+02	   U
O_{833}(1.0)	3.71569617194322E-01	3.85647282387338E-01	2.92501663243440E-01	-7.08160635463859E-03	1.49842463560861E+02	   S
O_{834}(1.0)	3.17471770937876E-01	2.53695168256299E-01	1.45427354389851E-01	1.29999512608552E-02	1.49869677002557E+02	   U
O_{835}(1.0)	1.08411407697527E-01	4.82038659510783E-02	5.86121628474586E-01	9.10663268524793E-04	1.49982788204981E+02	   U
O_{836}(1.0)	3.60490047681819E-01	4.07032615038687E-01	2.98256496682454E-01	4.93458330887000E-03	1.50246306443058E+02	   S
O_{837}(1.0)	6.59050756146859E-02	2.72839633063710E-01	5.38754558734698E-01	5.32973232429818E-04	1.50271149032768E+02	   U
O_{838}(1.0)	7.18762855129312E-02	4.83332280489713E-01	5.04973333180029E-01	-3.11260496834139E-03	1.50381725494577E+02	   U
O_{839}(1.0)	8.92970520083197E-02	1.06249449524449E-02	5.80394874617925E-01	5.59997356232699E-03	1.50490741850144E+02	   U
O_{840}(1.0)	3.69840496473225E-01	2.45920349535301E-01	1.10322012496773E-01	-3.49480455097521E-03	1.50554203871165E+02	   U
O_{841}(1.0)	1.02259596733068E-01	4.35017803369064E-01	3.09200334805879E-01	-2.53858279587116E-03	1.50891293910864E+02	   U
O_{842}(1.0)	4.11987523665607E-01	3.41201290175532E-01	3.09067420232583E-01	8.46529241551550E-03	1.51050374239988E+02	   U
O_{843}(1.0)	3.45863478080953E-01	2.33704470352231E-01	1.75021007997954E-01	-9.83241265898285E-03	1.51114681339196E+02	   U
O_{844}(1.0)	3.53120220501827E-01	2.48719127943809E-01	1.62975484406622E-01	6.51475349759893E-03	1.51121058611645E+02	   U
O_{845}(1.0)	2.57264477413319E-01	2.78329268071536E-01	5.48023933429992E-01	6.93274894014178E-03	1.51168374116382E+02	   U
O_{846}(1.0)	1.16394883323571E-01	4.64416271857024E-01	2.46606942456323E-01	5.78034830014169E-03	1.51207782151183E+02	   U
O_{847}(1.0)	6.29526638650153E-01	2.78671196919991E-01	8.20112440342209E-02	-7.53859056839058E-03	1.51256659606235E+02	   U
O_{848}(1.0)	6.56594411088180E-01	2.73874514169413E-01	8.95216258451020E-02	-3.03083946809433E-04	1.51288298421233E+02	   U
O_{849}(1.0)	6.65630700810202E-02	2.99680096414902E-01	5.26319733989476E-01	-1.32460402242080E-04	1.51314421768456E+02	   U
O_{850}(1.0)	5.31409501236982E-01	4.82788921611319E-01	2.10116652416654E-01	4.03870386360070E-04	1.51406820329205E+02	   U
O_{851}(1.0)	4.43361721000009E-01	2.77829240052721E-01	1.36727297998472E-01	4.82233609384229E-03	1.51563195821625E+02	   U
O_{852}(1.0)	3.34996033780633E-01	3.94212898615213E-01	3.00696251984065E-01	-7.60775950641413E-03	1.51603946016759E+02	   S
O_{853}(1.0)	1.00088151512771E-01	4.48233362066784E-01	2.59367832342686E-01	3.14774352846673E-03	1.51805096815678E+02	   U
O_{854}(1.0)	3.58200411106773E-01	2.41258073906984E-01	1.78742302411164E-01	1.55201541464027E-03	1.51807530863167E+02	   U
O_{855}(1.0)	2.46348768714221E-02	3.46754340234411E-01	5.32812730794736E-01	4.91860602195880E-04	1.51839513626226E+02	   S
O_{856}(1.0)	4.83180615718984E-01	4.27151961242164E-01	1.68118849200165E-01	1.64985230978214E-02	1.52015033438227E+02	   U
O_{857}(1.0)	4.60931803218764E-01	3.38574360023506E-01	2.98079847304546E-01	2.64896485185883E-03	1.52038899487138E+02	   U
O_{858}(1.0)	3.49196967293933E-02	4.85169959277478E-01	5.07202497249496E-01	-1.70668413904353E-03	1.52234134338184E+02	   U
O_{859}(1.0)	1.21888570914945E-01	3.38713073051536E-01	5.34643805135333E-01	1.82905976289390E-03	1.52307226822624E+02	   S
O_{860}(1.0)	8.68477018003716E-02	2.73988467502241E-01	5.41232696508173E-01	-1.99019001853006E-04	1.52367042937930E+02	   U
O_{861}(1.0)	4.18395372234067E-01	4.07968676801231E-01	1.97098712724781E-01	7.05972612946544E-03	1.52619827566809E+02	   U
O_{862}(1.0)	2.11696090330744E-02	2.98017932935930E-01	5.20608386652731E-01	-1.94041105134023E-04	1.52844229621208E+02	   U
O_{863}(1.0)	2.27975310672653E-01	2.54221384387255E-01	1.40933253482241E-01	1.93893400139136E-03	1.52907461393381E+02	   U
O_{864}(1.0)	3.19802669244169E-01	2.45274558004271E-01	1.57598708411464E-01	1.24035436472836E-02	1.52939999468273E+02	   U
O_{865}(1.0)	1.41496353867852E-01	5.16771276653164E-01	6.59911186308473E-02	-2.83932904326100E-02	1.52988884400859E+02	   U
O_{866}(1.0)	6.17944433581622E-01	2.82993170658625E-01	8.24463462318497E-02	-1.18744059524350E-02	1.53005732875199E+02	   U
O_{867}(1.0)	4.40235667207604E-01	3.43806099290310E-01	3.04020531762736E-01	1.13817432552771E-02	1.53037985871113E+02	   U
O_{868}(1.0)	9.09928489130700E-02	3.13574686886625E-01	5.31354036325477E-01	9.62380944668682E-04	1.53079305459833E+02	   U
O_{869}(1.0)	4.79669480731444E-01	3.99270632897247E-01	2.75314311927132E-01	2.71698122476220E-02	1.53169643978016E+02	   U
O_{870}(1.0)	4.29975740735421E-01	4.64128498255516E-01	2.85680505045956E-01	-7.39257114739885E-03	1.53214699173074E+02	   U
O_{871}(1.0)	1.59330528796967E-01	3.17528968463042E-01	5.35379878775258E-01	-3.59256817855040E-04	1.53291518721691E+02	   U
O_{872}(1.0)	5.47846930659489E-02	2.72358334109607E-01	2.39191922831240E-01	4.92921396398832E-03	1.53321201252075E+02	   U
O_{873}(1.0)	1.97677787495161E-01	3.44570077753704E-01	5.37235890442074E-01	1.07584668137141E-03	1.53489532260974E+02	   S
O_{874}(1.0)	3.33554266491987E-01	2.44430182692131E-01	1.88390270065094E-01	6.92315829663142E-03	1.53603037716915E+02	   U
O_{875}(1.0)	6.18207946216108E-02	3.55979240276703E-01	2.69865187494700E-01	-6.83449943604632E-03	1.53731470538284E+02	   U
O_{876}(1.0)	4.46827743486332E-01	4.57930300738688E-01	1.40457819766569E-01	-2.91814533160557E-03	1.54067681379254E+02	   U
O_{877}(1.0)	1.90541569354881E-01	2.49942903099788E-01	2.03768725857029E-01	2.18739723871064E-03	1.54267409465270E+02	   U
O_{878}(1.0)	1.94848272316592E-01	2.66733284937153E-01	2.18601149782596E-01	-2.75182156025746E-03	1.54352440553064E+02	   U
O_{879}(1.0)	2.65083164547362E-01	2.50571450280201E-01	7.84710955072905E-02	1.35182923079313E-03	1.54373490783522E+02	   U
O_{880}(1.0)	3.82747897753656E-02	4.83287640875951E-01	1.60372500957512E-01	-1.32648345123954E-02	1.54411722594757E+02	   U
O_{881}(1.0)	1.95797694072528E-02	2.40059810358607E-01	5.21967671006970E-01	-2.34571789643475E-04	1.54413664194146E+02	   U
O_{882}(1.0)	1.88922773766428E-01	3.24864437559731E-01	5.57193875995635E-01	-3.36802273403700E-04	1.54659240608473E+02	   U
O_{883}(1.0)	1.60882499225602E-01	2.54815106362216E-01	1.69013403418333E-01	7.02560442494522E-04	1.54726937904488E+02	   U
O_{884}(1.0)	3.00139559146896E-01	2.50033844731811E-01	1.47378970061513E-01	8.81816245047929E-03	1.54772766231758E+02	   U
O_{885}(1.0)	2.48042527805082E-01	3.46232761256421E-01	5.55100425782442E-01	-5.22928556596142E-03	1.55145477321659E+02	   U
O_{886}(1.0)	5.78875428209602E-02	2.76871175102398E-01	2.24443522106736E-01	6.63905257649728E-03	1.55257073150856E+02	   U
O_{887}(1.0)	1.13302595250076E-01	3.61342497048555E-02	5.77525520135404E-01	1.52251616440888E-04	1.55326396722284E+02	   U
O_{888}(1.0)	3.37698203707426E-01	2.41964111198652E-01	1.04096322732751E-01	-1.07820825064803E-03	1.55344565123476E+02	   U
O_{889}(1.0)	3.85714231138991E-01	3.79161330625791E-01	2.90784126010179E-01	-3.85757297002373E-03	1.55420879214082E+02	   S
O_{890}(1.0)	2.07793221305673E-01	5.16060466757991E-01	6.21281860998161E-02	3.47551739669878E-03	1.55449809263804E+02	   U
O_{891}(1.0)	2.53233015202855E-01	3.10221192669464E-01	5.54369158240047E-01	3.01787959682754E-03	1.55456609273658E+02	   S
O_{892}(1.0)	3.89442038739309E-01	2.39434374157390E-01	1.49974467658246E-01	4.73337587091209E-03	1.55517500433609E+02	   U
O_{893}(1.0)	2.55737648960832E-01	5.16224371072747E-01	9.17640341599512E-02	-8.25497072235827E-03	1.55545002284172E+02	   U
O_{894}(1.0)	3.82184867558870E-01	4.34294871659213E-01	1.91570121480489E-01	-5.36839654550204E-03	1.55547321019016E+02	   U
O_{895}(1.0)	4.48331559108768E-01	3.54678353301230E-01	1.81062368098024E-01	-8.40097617890194E-03	1.55715184007406E+02	   U
O_{896}(1.0)	4.24035473094284E-01	4.62341740463174E-01	1.56342727844382E-01	2.33046707838565E-02	1.55728225191773E+02	   U
O_{897}(1.0)	3.76132192402132E-01	3.25290201851189E-01	2.77490316496037E-01	-3.44275568381921E-02	1.55775100654145E+02	   S
O_{898}(1.0)	2.25812051867042E-01	3.14118618907689E-01	5.50319623626379E-01	-1.75323508567645E-02	1.55800979566600E+02	   S
O_{899}(1.0)	1.97916555270169E-01	4.36569612310225E-01	3.40968047422276E-01	1.12538335673666E-04	1.55995225357864E+02	   U
O_{900}(1.0)	3.41872049647654E-01	2.43165671722112E-01	1.63587105987410E-01	5.72769155216015E-03	1.56026871920752E+02	   S
O_{901}(1.0)	1.04966569485250E-01	3.32841938826760E-02	5.97957909836590E-01	1.12827717963533E-02	1.56055094831496E+02	   U
O_{902}(1.0)	4.33582723258023E-01	3.94150210260366E-01	2.83830372876843E-01	1.54161965658815E-02	1.56088528324016E+02	   U
O_{903}(1.0)	2.01719478091862E-01	4.95220697206426E-01	1.98530804135962E-01	4.13515174903651E-03	1.56156297842081E+02	   U
O_{904}(1.0)	2.70194450981720E-01	2.54686932570765E-01	1.53880853593070E-01	1.66157402601983E-02	1.56166832854886E+02	   U
O_{905}(1.0)	3.76098465710358E-01	4.50100941125378E-01	2.97858359349071E-01	-8.38001517147150E-04	1.56316892206789E+02	   U
O_{906}(1.0)	1.44323113238661E-01	9.70500554302672E-02	5.79391181655913E-01	-6.16277792631706E-03	1.56336875746760E+02	   S
O_{907}(1.0)	3.35437101410293E-01	4.80571876506183E-01	1.81486922837791E-01	6.09525291392938E-04	1.56397941554421E+02	   U
O_{908}(1.0)	4.57007118555058E-01	3.54658628247359E-01	2.99474313777020E-01	1.25214813984813E-02	1.56615492525993E+02	   U
O_{909}(1.0)	1.73757388794759E-01	3.80806815938581E-01	5.15039626467624E-01	1.90070589364712E-03	1.56760760250523E+02	   U
O_{910}(1.0)	4.69898126289337E-01	4.76615990368692E-01	8.02512226895944E-02	-8.94565136962203E-02	1.56774292684390E+02	   U
O_{911}(1.0)	3.96111871912228E-02	2.53423118026194E-01	5.20298276704676E-01	-1.02009826128298E-04	1.56850979241741E+02	   U
O_{912}(1.0)	5.32399843717922E-01	4.81324639398047E-01	2.61514975719085E-01	-7.51112188129479E-03	1.56946094050473E+02	   U
O_{913}(1.0)	3.78558440187656E-01	3.46874189562209E-01	2.85013601231254E-01	-2.18816545340168E-02	1.57063439585023E+02	   S
O_{914}(1.0)	1.04733914460803E-01	3.71622690344417E-02	5.90584530493062E-01	7.35209046030851E-03	1.57224245109476E+02	   U
O_{915}(1.0)	2.37225502891732E-01	5.19726567808215E-01	7.65754240491325E-02	1.18085702749022E-04	1.57264133721793E+02	   U
O_{916}(1.0)	6.11363815803292E-01	2.20233061201175E-01	2.43371018394880E-01	5.41871651585193E-03	1.57268959233586E+02	   U
O_{917}(1.0)	1.09766669933833E-01	4.61707310387865E-01	2.36954200388584E-01	-7.46362172660476E-03	1.57291065272278E+02	   U
O_{918}(1.0)	3.37159593521203E-01	4.25485902275362E-01	3.07140705340675E-01	2.07759274555825E-02	1.57333308075747E+02	   U
O_{919}(1.0)	1.44883601221549E-01	1.04474832179733E-01	5.79958691952296E-01	-7.37910936198363E-04	1.57411222310927E+02	   U
O_{920}(1.0)	4.61677376484146E-01	3.51748778999091E-01	3.05264376029314E-01	2.66121670639929E-02	1.57761599686851E+02	   U
O_{921}(1.0)	2.07869560252880E-01	3.40937827268324E-01	5.45303351761033E-01	1.50438086386508E-02	1.57831382842418E+02	   U
O_{922}(1.0)	4.50229626370325E-01	3.64529647621015E-01	2.95088441832956E-01	1.34852700257189E-03	1.57842343219866E+02	   U
O_{923}(1.0)	4.71283802980369E-01	3.87211163207363E-01	2.55760560654295E-01	9.98728236317634E-03	1.57949059768683E+02	   U
O_{924}(1.0)	1.45924991896045E-01	7.47168884024468E-02	5.85416434657089E-01	4.22148528278304E-03	1.57971007056198E+02	   U
O_{925}(1.0)	5.95303996254364E-02	3.42146318875905E-01	2.51238983907481E-01	3.68584115272865E-04	1.57979515279570E+02	   U
O_{926}(1.0)	2.58739116753860E-01	2.36365836706354E-01	1.46264663108314E-01	-1.24959504033422E-02	1.58059964203793E+02	   U
O_{927}(1.0)	6.21647229943351E-02	3.46069640167158E-01	2.66604067420321E-01	-1.75208546080872E-03	1.58105797690712E+02	   U
O_{928}(1.0)	2.74950903775369E-01	2.42085565568046E-01	8.08155900927339E-02	-7.04595688627272E-03	1.58138253581303E+02	   U
O_{929}(1.0)	3.99705511573269E-01	3.39854325598762E-01	2.91123511087603E-01	-1.11355412193094E-02	1.58280720190665E+02	   U
O_{930}(1.0)	1.09636123021750E-01	4.63568183448313E-01	2.38835418022790E-01	-6.15670201224697E-03	1.58393540983606E+02	   U
O_{931}(1.0)	3.45811566694131E-02	4.98525643385772E-01	5.03011866520190E-01	-2.34893846002843E-03	1.58405361863080E+02	   U
O_{932}(1.0)	9.41456467470080E-02	3.41857728613733E-01	5.34032616650186E-01	1.69950542163269E-03	1.58449919360923E+02	   S
O_{933}(1.0)	3.33380609620309E-01	4.85293299431823E-01	1.66495928518643E-01	9.07035959485424E-03	1.58463827194682E+02	   U
O_{934}(1.0)	3.10135435820497E-01	2.45853624344134E-01	1.54579280872036E-01	1.04936079575954E-02	1.58468520199566E+02	   U
O_{935}(1.0)	2.43721144192518E-01	4.94370275690957E-01	1.84617129966113E-01	4.12183622810676E-03	1.58484413965380E+02	   U
O_{936}(1.0)	6.17274451420113E-01	2.82959803515269E-01	8.42295442417324E-02	-6.85081702954943E-03	1.58513567370339E+02	   U
O_{937}(1.0)	3.78013332609443E-01	2.41565363149624E-01	1.68825676670178E-01	9.48594204095646E-03	1.58579075994081E+02	   U
O_{938}(1.0)	-7.67035845289797E-03	3.47195712070966E-01	2.28547278915083E-01	1.69303311339831E-02	1.58736584338204E+02	   U
O_{939}(1.0)	9.71312002544343E-02	4.62337207079345E-02	5.93052707014553E-01	-3.05197905940115E-04	1.58789702744415E+02	   U
O_{940}(1.0)	2.20637684883222E-01	2.55082829152649E-01	1.40687440139381E-01	7.38031998558447E-04	1.58823768286627E+02	   U
O_{941}(1.0)	1.39571421756676E-01	3.36720761701878E-01	5.35052715835073E-01	1.65864469003566E-03	1.58936526682973E+02	   S
O_{942}(1.0)	2.34653688395456E-01	4.95800072932287E-01	1.71424503010843E-01	1.40371892681313E-02	1.58971586738574E+02	   U
O_{943}(1.0)	4.03058125011909E-01	4.59554992383864E-01	2.93541200812915E-01	-8.83108865975549E-03	1.59007873828947E+02	   S
O_{944}(1.0)	3.13444848729244E-01	3.96351642232245E-01	3.06467646314603E-01	-5.31441416747151E-03	1.59048448468737E+02	   S
O_{945}(1.0)	3.33462395857464E-01	4.12209633849622E-01	3.05909651562677E-01	9.56881007853394E-03	1.59050029717618E+02	   U
O_{946}(1.0)	6.15474026705984E-01	2.85264289372581E-01	8.79534459519561E-02	-7.53221346845802E-03	1.59065540217236E+02	   U
O_{947}(1.0)	6.96118990226743E-02	4.06129309731823E-01	2.72998669220324E-01	-1.86974356826348E-02	1.59072877414669E+02	   U
O_{948}(1.0)	8.88402627433992E-02	4.17649479668543E-01	3.14155099769925E-01	-6.45380402104008E-03	1.59508923104344E+02	   U
O_{949}(1.0)	3.86966923017598E-01	3.70924350521412E-01	2.90282574407174E-01	-5.53640856124928E-03	1.59565419939870E+02	   S
O_{950}(1.0)	3.31542297102134E-01	2.31966013156848E-01	1.60208846077369E-01	1.30432315032121E-04	1.59599599191276E+02	   U
O_{951}(1.0)	1.15155770222043E-01	3.07751082839414E-01	2.40437944672331E-01	6.83790114499802E-04	1.59818588814201E+02	   U
O_{952}(1.0)	2.95762238767302E-01	4.60646351200122E-01	3.37731591464810E-01	-4.36333334178184E-03	1.59895165987421E+02	   U
O_{953}(1.0)	2.45517968358080E-01	2.51179807299443E-01	2.16027636551517E-01	-3.44240864991027E-03	1.59947176568639E+02	   U
O_{954}(1.0)	4.81840850986008E-01	4.79237726356036E-01	2.80649684405467E-01	1.87610183888347E-03	1.60050141890257E+02	   U
O_{955}(1.0)	1.08633467733342E-01	3.55845799617173E-02	5.77234683965148E-01	1.35351593681629E-03	1.60069618248813E+02	   U
O_{956}(1.0)	2.59634358600285E-01	2.50793609283403E-01	7.81460309951822E-02	5.62160235838350E-04	1.60116853135156E+02	   U
O_{957}(1.0)	4.43237497837255E-01	3.89826537141153E-01	2.42809654393745E-01	-4.03227457364534E-03	1.60123153591209E+02	   U
O_{958}(1.0)	8.77790353191995E-02	2.92973258654148E-02	5.97176710233325E-01	-6.30430495732528E-03	1.60335154448351E+02	   U
O_{959}(1.0)	1.08389589953139E-01	3.78884402564005E-02	5.77796131911055E-01	-9.85411309557922E-04	1.60458518326143E+02	   U
O_{960}(1.0)	2.83803078225443E-01	4.78736562884146E-01	1.76645168923615E-01	-2.20789536902866E-02	1.60503555276678E+02	   U
O_{961}(1.0)	1.79478163478940E-01	-5.41179019675181E-03	5.86919788018758E-01	5.20359283144715E-03	1.60639735989115E+02	   U
O_{962}(1.0)	2.31057565574340E-01	2.88746666178237E-01	5.46068548016336E-01	-3.51752566542466E-03	1.60734948013814E+02	   U
O_{963}(1.0)	5.64534828103421E-02	2.08281508024327E-01	5.17745569913243E-01	-1.66306777909564E-04	1.60768160809876E+02	   U
